_Cell,Family,Bucket,Reason,Class,DspAddrHex,InertSymbol,Notes
Fdr001Grp008,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr001Grp009,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr001Grp010,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr001Grp011,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr001Grp012,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr001Grp013,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr001Grp014,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr001Grp015,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr001Grp016,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr001Grp017,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr001Grp018,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr001Grp019,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr001Grp020,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr001Grp021,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr001Grp022,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr001Grp023,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr001Grp024,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr002Grp001,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr002Grp002,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr002Grp003,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr002Grp004,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr002Grp005,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr002Grp006,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr002Grp007,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr002Grp008,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr002Grp009,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr002Grp010,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr002Grp011,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr002Grp012,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr002Grp013,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr002Grp014,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr002Grp015,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr002Grp016,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr002Grp017,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr002Grp018,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr002Grp019,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr002Grp020,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr002Grp021,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr002Grp022,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr002Grp023,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr002Grp024,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr003Grp001,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr003Grp002,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr003Grp003,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr003Grp004,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr003Grp005,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr003Grp006,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr003Grp007,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr003Grp008,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr003Grp009,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr003Grp010,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr003Grp011,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr003Grp012,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr003Grp013,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr003Grp014,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr003Grp015,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr003Grp016,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr003Grp017,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr003Grp018,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr003Grp019,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr003Grp020,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr003Grp021,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr003Grp022,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr003Grp023,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr003Grp024,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr004Grp001,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr004Grp002,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr004Grp003,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr004Grp004,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr004Grp005,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr004Grp006,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr004Grp007,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr004Grp008,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr004Grp009,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr004Grp010,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr004Grp011,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr004Grp012,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr004Grp013,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr004Grp014,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr004Grp015,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr004Grp016,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr004Grp017,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr004Grp018,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr004Grp019,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr004Grp020,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr004Grp021,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr004Grp022,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr004Grp023,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr004Grp024,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr005Grp001,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr005Grp002,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr005Grp003,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr005Grp004,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr005Grp005,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr005Grp006,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr005Grp007,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr005Grp008,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr005Grp009,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr005Grp010,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr005Grp011,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr005Grp012,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr005Grp013,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr005Grp014,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr005Grp015,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr005Grp016,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr005Grp017,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr005Grp018,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
Fdr005Grp019,FdrGrp,not-dsp,MCU-only cell family (mcu-only-prefixes.txt); no DSP address expected,mcu-only,,,Fader group membership (ch assign)
